2022-09-16 03:43:24.167000 | LOGGING | Four | 991540078310596608 | so do I
2022-09-15 21:33:31.490000 | LOGGING | alizae_fowke | 991540078310596608 | i am not going to do that language thing u r doing
2022-09-15 21:26:05.326000 | LOGGING | a-little-trolling | 991540078310596608 | metro exodus moment
2022-09-15 21:14:13.881000 | LOGGING | AJ | 991540078310596608 | kk
2022-09-15 21:13:50.784000 | LOGGING | lady gaga lover<3 | 991540078310596608 | i think i got a idea
2022-09-15 21:13:17.556000 | LOGGING | AJ | 991540078310596608 | tell her to close her eyes
2022-09-15 21:13:07.376000 | LOGGING | lady gaga lover<3 | 991540078310596608 | do i get her to close her eyes?
2022-09-15 21:12:56.707000 | LOGGING | lady gaga lover<3 | 991540078310596608 | cos shes gonna see the thing before i give it to her
2022-09-15 21:12:33.534000 | LOGGING | lady gaga lover<3 | 991540078310596608 | <@983486153606963220> what do i do
2022-09-15 21:11:21.032000 | LOGGING | lady gaga lover<3 | 991540078310596608 | 🇵 🇵 🍆
2022-09-15 21:09:05.577000 | LOGGING | alizae_fowke | 991540078310596608 | lol
2022-09-15 21:00:18.832000 | LOGGING | AJ | 991540078310596608 | lol
2022-09-15 20:57:18.020000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | im doing this math starter thing i only just managed to get it bc of my friend lol
2022-09-15 20:56:33.863000 | LOGGING | AJ | 991540078310596608 | lol
2022-09-15 20:56:13.661000 | LOGGING | alizae_fowke | 991540078310596608 | same
2022-09-15 20:54:13.490000 | LOGGING | AJ | 991540078310596608 | tempo and all that
2022-09-15 20:53:59.964000 | LOGGING | AJ | 991540078310596608 | we have to write all the things we hear
2022-09-15 20:53:44.781000 | LOGGING | AJ | 991540078310596608 | its in music
2022-09-15 20:53:26.737000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | oof
2022-09-15 20:53:10.638000 | LOGGING | AJ | 991540078310596608 | this test sucks
2022-09-15 20:53:00.834000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | yayaya
2022-09-15 20:52:38.377000 | LOGGING | AJ | 991540078310596608 | lol
2022-09-15 20:52:13.526000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | lol same
2022-09-15 20:51:37.090000 | LOGGING | AJ | 991540078310596608 | im not apart of your weird language thingy
2022-09-15 20:50:23.725000 | LOGGING | a-little-trolling | 991540078310596608 | ta'n marwa
2022-09-15 20:49:19.789000 | LOGGING | AJ | 991540078310596608 | yea
2022-09-15 20:48:53.941000 | LOGGING | alizae_fowke | 991540078310596608 | that is good
2022-09-15 20:46:39.024000 | LOGGING | Heidi<3 | 991540078310596608 | Whatevs I’m real bored of this convo now cus like yea
2022-09-15 20:45:44.985000 | LOGGING | a-little-trolling | 991540078310596608 | are you blind to the concept of corruption
2022-09-15 20:38:24.669000 | LOGGING | AJ | 991540078310596608 | 😁😁😁😁😁
2022-09-15 20:38:02.297000 | LOGGING | AJ | 991540078310596608 | I'm gonna have a great good very fantastic day
2022-09-15 20:36:18.929000 | LOGGING | AJ | 991540078310596608 | Hey I'm back lol
2022-09-15 20:33:20.781000 | LOGGING | Heidi<3 | 991540078310596608 | Yea we’re just having a talk about it
2022-09-15 20:33:04.254000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | <:supershock:971842266794696786>
2022-09-15 20:33:00.087000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | Still going on abt this
2022-09-15 20:30:34.598000 | LOGGING | Heidi<3 | 991540078310596608 | Alright but I’m just saying that is un true because assisted suicide has so many strict rules and regulations and only a select few people can get assisted suicide and it’s only used in the cases where people are suffering Immensely
2022-09-15 20:29:10.515000 | LOGGING | a-little-trolling | 991540078310596608 | Brb
2022-09-15 20:29:06.585000 | LOGGING | a-little-trolling | 991540078310596608 | And that wasn't my point my point was even for those alive hospitals and governments can just decide to kill you if you're costing them too much
2022-09-15 20:28:27.789000 | LOGGING | a-little-trolling | 991540078310596608 | They can legally deny medical treatment just about everywhere
2022-09-15 20:27:46.831000 | LOGGING | Heidi<3 | 991540078310596608 | Alright but if someone has let’s say cancer and is definitely not gonna make it out alive and there just sitting in their own piss and shit and I’m so much pain wishing they were dead then what’s the point of keeping them alive in pain? Assisted suicide isn’t a bad thing
2022-09-15 20:27:13.337000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | <a:SchubertDance:588078891374084217>
2022-09-15 20:26:56.106000 | LOGGING | a-little-trolling | 991540078310596608 | Including their own pockets
2022-09-15 20:26:47.938000 | LOGGING | a-little-trolling | 991540078310596608 | so if they start spending less on medical treatments (because people are killing themselves) then they can put that money elsewhere
2022-09-15 20:26:05.080000 | LOGGING | a-little-trolling | 991540078310596608 | Yes the government gets the taxes but gets to choose how to spend it
2022-09-15 20:25:17.905000 | LOGGING | Heidi<3 | 991540078310596608 | That’s un true, it comes out of the Canadians taxes, we pay for it
2022-09-15 20:25:03.249000 | LOGGING | a-little-trolling | 991540078310596608 | So they implement assisted suicide so people can just kill themselves
2022-09-15 20:24:42.765000 | LOGGING | a-little-trolling | 991540078310596608 | People paying for it being the government
2022-09-15 20:24:32.176000 | LOGGING | a-little-trolling | 991540078310596608 | Someone has to pay for it
2022-09-15 20:24:14.708000 | LOGGING | Heidi<3 | 991540078310596608 | Also canadas health care is free, we don’t have to pay for that kind of stuff
2022-09-15 20:23:44.764000 | LOGGING | Heidi<3 | 991540078310596608 | Assisted suicide is always a bad thing tho, if someone is really sturggling with there health and stuff and they wanna die then they can
2022-09-15 20:23:27.021000 | LOGGING | a-little-trolling | 991540078310596608 | The only reason being to save medical expenses
2022-09-15 20:22:48.551000 | LOGGING | a-little-trolling | 991540078310596608 | And assisted suicide is a literal government service
2022-09-15 20:22:32.303000 | LOGGING | a-little-trolling | 991540078310596608 | The Military industry is literally one of the main pillars of a country
2022-09-15 20:20:56.540000 | LOGGING | Heidi<3 | 991540078310596608 | Well idk that’s military stuff but other then military stuff Canada is pretty cool and pretty decent
2022-09-15 20:20:26.063000 | LOGGING | a-little-trolling | 991540078310596608 | I'm talking like simple TMIs
2022-09-15 20:20:12.907000 | LOGGING | a-little-trolling | 991540078310596608 | And I'm not talking intense PTSD
2022-09-15 20:20:02.392000 | LOGGING | a-little-trolling | 991540078310596608 | The actual Canadian government is telling people to kill themselves so they don't need to spend money on their mental health
2022-09-15 20:19:29.573000 | LOGGING | a-little-trolling | 991540078310596608 | Think of it this way
2022-09-15 20:19:11.275000 | LOGGING | a-little-trolling | 991540078310596608 | My brother in Christ it is literally the entire veterans help association
2022-09-15 20:18:56.134000 | LOGGING | Heidi<3 | 991540078310596608 | Ong
2022-09-15 20:18:47.022000 | LOGGING | Heidi<3 | 991540078310596608 | Alr but that’s just the a tiny little presentage of Canada 💀
2022-09-15 20:18:43.359000 | LOGGING | a-little-trolling | 991540078310596608 | Only when necessary
2022-09-15 20:18:18.420000 | LOGGING | The SLS guy | 991540078310596608 | <@928547543284080711> speaking English?!
2022-09-15 20:18:03.196000 | LOGGING | a-little-trolling | 991540078310596608 | My brother in Christ their veterans help association literally tells veterans to kill themselves
2022-09-15 20:17:57.575000 | LOGGING | The SLS guy | 991540078310596608 | Canada is better America
2022-09-15 20:17:41.914000 | LOGGING | The SLS guy | 991540078310596608 | Ik
2022-09-15 20:17:27.866000 | LOGGING | Heidi<3 | 991540078310596608 | Bro Canada is pretty cool idk how it makes him sick that’s pretty L
2022-09-15 20:17:10.443000 | LOGGING | AJ | 991540078310596608 | Byee
2022-09-15 20:17:09.232000 | LOGGING | Heidi<3 | 991540078310596608 | Alr have a good day
2022-09-15 20:17:08.045000 | LOGGING | a-little-trolling | 991540078310596608 | Ta marwa
2022-09-15 20:17:07.658000 | LOGGING | AJ | 991540078310596608 | Oki ttyl
2022-09-15 20:16:53.458000 | LOGGING | The SLS guy | 991540078310596608 | No?
2022-09-15 20:16:52.888000 | LOGGING | a-little-trolling | 991540078310596608 | Fmaygan
2022-09-15 20:16:48.009000 | LOGGING | The SLS guy | 991540078310596608 | Same
2022-09-15 20:16:43.667000 | LOGGING | a-little-trolling | 991540078310596608 | Na
2022-09-15 20:16:42.289000 | LOGGING | AJ | 991540078310596608 | I'm going to school now
2022-09-15 20:16:33.152000 | LOGGING | The SLS guy | 991540078310596608 | Canada makes him sick
2022-09-15 20:16:29.724000 | LOGGING | a-little-trolling | 991540078310596608 | Na mu'n buda ta'n marwa
2022-09-15 20:16:05.180000 | LOGGING | Heidi<3 | 991540078310596608 | Pls do
2022-09-15 20:16:01.483000 | LOGGING | The SLS guy | 991540078310596608 | I can translate
2022-09-15 20:15:44.880000 | LOGGING | AJ | 991540078310596608 | No idea
2022-09-15 20:15:36.120000 | LOGGING | AJ | 991540078310596608 | Nope
2022-09-15 20:15:27.420000 | LOGGING | Heidi<3 | 991540078310596608 | Do you have any idea what he’s saying 😭 I like need a translator or sum 😭😂😂
2022-09-15 20:15:04.735000 | LOGGING | a-little-trolling | 991540078310596608 | Fmaygan
2022-09-15 20:15:02.184000 | LOGGING | AJ | 991540078310596608 | Thats my cousin lol
2022-09-15 20:14:51.592000 | LOGGING | Heidi<3 | 991540078310596608 | Bro what language is that
2022-09-15 20:13:39.531000 | LOGGING | AJ | 991540078310596608 | 8.13am
2022-09-15 20:13:33.850000 | LOGGING | a-little-trolling | 991540078310596608 | Canada fmayg su hapi🤢
2022-09-15 20:13:30.593000 | LOGGING | Heidi<3 | 991540078310596608 | Ahh nice, so it’s pretty early for you then?
2022-09-15 20:13:10.977000 | LOGGING | AJ | 991540078310596608 | Nz
2022-09-15 20:13:04.352000 | LOGGING | Heidi<3 | 991540078310596608 | You in NZ? Or somewhere else?
2022-09-15 20:12:47.855000 | LOGGING | AJ | 991540078310596608 | Ohh
2022-09-15 20:12:41.376000 | LOGGING | Heidi<3 | 991540078310596608 | Yea lol, Canada time zone
2022-09-15 20:12:28.775000 | LOGGING | AJ | 991540078310596608 | You just got home?
2022-09-15 20:12:17.204000 | LOGGING | a-little-trolling | 991540078310596608 | Mu fmaygan
2022-09-15 20:12:12.742000 | LOGGING | Heidi<3 | 991540078310596608 | Ayyy that’s awesome, I’m pretty good, just got home from school so it’s nice to be home
2022-09-15 20:11:48.759000 | LOGGING | AJ | 991540078310596608 | Hru
2022-09-15 20:11:38.161000 | LOGGING | AJ | 991540078310596608 | Good, I'm gonna try have a good day
2022-09-15 20:11:18.704000 | LOGGING | Heidi<3 | 991540078310596608 | Hru?
2022-09-15 20:11:14.208000 | LOGGING | AJ | 991540078310596608 | Heyy
2022-09-15 20:11:04.851000 | LOGGING | Heidi<3 | 991540078310596608 | Heyy
2022-09-15 20:11:00.109000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | Lol
2022-09-15 20:10:48.581000 | LOGGING | AJ | 991540078310596608 | Its like a daily thing lol
2022-09-15 20:10:36.779000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | Nicee
2022-09-15 20:10:25.898000 | LOGGING | AJ | 991540078310596608 | Sitting in my friends room
2022-09-15 20:10:05.279000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | Tryna make my mum let me stay home but it's not working out well hbu
2022-09-15 20:09:29.166000 | LOGGING | AJ | 991540078310596608 | Wyd
2022-09-15 20:09:21.456000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | Same
2022-09-15 20:09:00.103000 | LOGGING | AJ | 991540078310596608 | I'm bored
2022-09-15 19:18:54.964000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | 
2022-09-15 07:15:14.505000 | LOGGING | Kobysm | 991540078310596608 | na 'embed fail'
2022-09-15 07:15:13.154000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | idfk
2022-09-15 07:14:48.608000 | LOGGING | Rip Van Winkle | 991540078310596608 | what
2022-09-15 07:14:44.610000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | broooo
2022-09-15 07:14:37.645000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | 🥸
2022-09-15 07:14:35.590000 | LOGGING | Rip Van Winkle | 991540078310596608 | family guy funny moments for 30 minutes
2022-09-15 07:14:14.456000 | LOGGING | Kobysm | 991540078310596608 | gwan 'proto'
2022-09-15 07:14:08.889000 | LOGGING | Kobysm | 991540078310596608 | na 'proto', mu winja!!!
2022-09-15 07:13:50.080000 | LOGGING | Rip Van Winkle | 991540078310596608 | kwíd?
2022-09-15 07:13:42.341000 | LOGGING | Rip Van Winkle | 991540078310596608 | kwíd?
2022-09-15 07:13:36.676000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | nvm- i would rather ignore yall instead of tryna figure out what u saying
2022-09-15 07:13:20.949000 | LOGGING | Kobysm | 991540078310596608 | na, mu winja!!
2022-09-15 07:13:05.229000 | LOGGING | Rip Van Winkle | 991540078310596608 | hasmas spejiakinjg proto sillka
2022-09-15 07:12:59.486000 | LOGGING | Kobysm | 991540078310596608 | cyka-bylat
2022-09-15 07:12:42.912000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | bro what language u speaking??
2022-09-15 07:12:25.466000 | LOGGING | Kobysm | 991540078310596608 | hajmas mazga
2022-09-15 07:11:53.225000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | wut?
2022-09-15 07:11:42.941000 | LOGGING | Kobysm | 991540078310596608 | <@954110842260045924>  na ta buda, ta marwa mazga nian
2022-09-15 07:11:27.893000 | LOGGING | a-little-trolling | 991540078310596608 | Na Na ta buda mu marwa🤣
2022-09-15 07:10:47.775000 | LOGGING | Kobysm | 991540078310596608 | Ta budam!
2022-09-15 07:10:12.109000 | LOGGING | a-little-trolling | 991540078310596608 | Ta buda!!!🤣🤣🤣🤣
2022-09-15 07:09:22.351000 | LOGGING | Kobysm | 991540078310596608 | 🤣 mu gwan french
2022-09-15 07:09:17.057000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | wha?
2022-09-15 07:09:02.357000 | LOGGING | a-little-trolling | 991540078310596608 | Na marwa french🤣
2022-09-15 07:08:55.479000 | LOGGING | Kobysm | 991540078310596608 | nasa, mazga nian
2022-09-15 07:08:34.441000 | LOGGING | Rip Van Winkle | 991540078310596608 | mu wayda kwíd ta hasa saying\
2022-09-15 07:08:00.698000 | LOGGING | Kobysm | 991540078310596608 | fmaygan
2022-09-15 07:07:53.136000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | loads of reasons i could be crying rn BUT what language is this even??
2022-09-15 07:07:53.127000 | LOGGING | Kobysm | 991540078310596608 | marwa, mazga nian!! hahaha
2022-09-15 07:07:27.738000 | LOGGING | Rip Van Winkle | 991540078310596608 | its literally jsut a different l;anguage
2022-09-15 07:07:25.336000 | LOGGING | a-little-trolling | 991540078310596608 | Hapi marwa
2022-09-15 07:07:21.402000 | LOGGING | Rip Van Winkle | 991540078310596608 | wh y
2022-09-15 07:07:04.468000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | crying rn like tf--
2022-09-15 07:06:44.489000 | LOGGING | a-little-trolling | 991540078310596608 | Mazga pod
2022-09-15 07:06:43.411000 | LOGGING | Kobysm | 991540078310596608 | fmaygan
2022-09-15 07:06:13.510000 | LOGGING | Kobysm | 991540078310596608 | jesse, mu daws fapi because im dying of lung cancer
2022-09-15 07:06:11.072000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | how do yall even understand eachother like what language??? 💀 💀
2022-09-15 07:05:47.409000 | LOGGING | 𝓖𝓲𝔃𝓶𝓸 | 991540078310596608 | Wtf
2022-09-15 07:05:07.970000 | LOGGING | a-little-trolling | 991540078310596608 | But mista whit fmayg su hapi
2022-09-15 07:04:22.558000 | LOGGING | Kobysm | 991540078310596608 | Jesse! dwa daws's taticha!
2022-09-15 07:04:20.498000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | bro what do u mean fail?
2022-09-15 07:04:07.690000 | LOGGING | Rip Van Winkle | 991540078310596608 | Couldn't be me
2022-09-15 07:04:02.694000 | LOGGING | Rip Van Winkle | 991540078310596608 | Fail
2022-09-15 07:03:55.443000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | me 💀
2022-09-15 07:03:40.578000 | LOGGING | Rip Van Winkle | 991540078310596608 | anyone here year 9
2022-09-15 07:02:59.947000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | 😐
2022-09-15 07:02:03.185000 | LOGGING | a-little-trolling | 991540078310596608 | Ta mazga hapi, marwa pod
2022-09-15 07:01:32.876000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | im dumb and fucked up in the brain ok?? 💀
2022-09-15 07:01:05.662000 | LOGGING | a-little-trolling | 991540078310596608 | This bastard doesn't get the breaking bad reference
2022-09-15 07:00:57.234000 | LOGGING | Rip Van Winkle | 991540078310596608 | MISTER BAD!!!! It's alright jesse, just call me breaking
2022-09-15 07:00:31.659000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | BRO WHAT??? 😭 😭 🤚
2022-09-15 07:00:11.937000 | LOGGING | a-little-trolling | 991540078310596608 | It's the funny breaking bad word
2022-09-15 07:00:03.328000 | LOGGING | Kobysm | 991540078310596608 | mazga kawti
2022-09-15 06:59:31.127000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | what?
2022-09-15 06:59:22.548000 | LOGGING | Rip Van Winkle | 991540078310596608 | Where?
2022-09-15 06:59:11.051000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | mine is cook islands
2022-09-15 06:58:48.218000 | LOGGING | Rip Van Winkle | 991540078310596608 | got damn
2022-09-15 06:58:46.092000 | LOGGING | a-little-trolling | 991540078310596608 | Same
2022-09-15 06:58:45.828000 | LOGGING | Rip Van Winkle | 991540078310596608 | WHO
2022-09-15 06:58:44.043000 | LOGGING | Rip Van Winkle | 991540078310596608 | hwo
2022-09-15 06:58:43.475000 | LOGGING | Rip Van Winkle | 991540078310596608 | hwop\
2022-09-15 06:58:32.837000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | nah one of my old friends be studying that shit
2022-09-15 06:58:09.898000 | LOGGING | Rip Van Winkle | 991540078310596608 | i hope
2022-09-15 06:58:08.361000 | LOGGING | Rip Van Winkle | 991540078310596608 | i think
2022-09-15 06:58:06.333000 | LOGGING | Rip Van Winkle | 991540078310596608 | not nazis
2022-09-15 06:58:03.133000 | LOGGING | Rip Van Winkle | 991540078310596608 | my ancestory is german
2022-09-15 06:57:58.995000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | 14
2022-09-15 06:57:55.485000 | LOGGING | Rip Van Winkle | 991540078310596608 | how old are you all
2022-09-15 06:57:44.089000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | sounds abit rude ngl but i mean OKI DOKEY 🤓
2022-09-15 06:57:06.463000 | LOGGING | Rip Van Winkle | 991540078310596608 | my entire argument when "???"
2022-09-15 06:56:43.387000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | how
2022-09-15 06:56:26.759000 | LOGGING | Rip Van Winkle | 991540078310596608 | my brother in christ i like roblox doors
2022-09-15 06:56:15.087000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | lol
2022-09-15 06:56:09.520000 | LOGGING | a-little-trolling | 991540078310596608 | My brother in Christ you're french you dont deserve to exist
2022-09-15 06:56:08.304000 | LOGGING | Rip Van Winkle | 991540078310596608 | me
2022-09-15 06:55:59.605000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | who even started this--??
2022-09-15 06:55:19.956000 | LOGGING | Kobysm | 991540078310596608 | FRANCE MAZGA TA MAWRA
2022-09-15 06:54:44.102000 | LOGGING | a-little-trolling | 991540078310596608 | My brother in Christ who made SIG?
2022-09-15 06:54:04.070000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | damnnn
2022-09-15 06:53:29.674000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | wat--
2022-09-15 06:53:19.456000 | LOGGING | Rip Van Winkle | 991540078310596608 | beep. beep boop. boop beed. long beep.
2022-09-15 06:53:13.586000 | LOGGING | a-little-trolling | 991540078310596608 | Liking France is on par with being french fmaygan
2022-09-15 06:53:09.555000 | LOGGING | Four | 991540078310596608 | Nah bro thats actually cool
2022-09-15 06:53:07.946000 | LOGGING | Rip Van Winkle | 991540078310596608 | i speak fluid morse cod3
2022-09-15 06:52:52.376000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | .
2022-09-15 06:52:48.167000 | LOGGING | Rip Van Winkle | 991540078310596608 | -... . . .--. / -... . . .--. / -... . . .--. / -... --- --- .--. .-.-.- / -... --- --- .--. / -... . . .--. .-.-.- / -... . . . / -... . . / -... --- --- .--. .-.-.- / -- --- .-. ... . / -.-. --- -.. . .-.-.-
2022-09-15 06:52:14.980000 | LOGGING | Four | 991540078310596608 | How tf am I French?
2022-09-15 06:51:49.307000 | LOGGING | a-little-trolling | 991540078310596608 | Average french person moment
2022-09-15 06:51:36.925000 | LOGGING | a-little-trolling | 991540078310596608 | I figured
2022-09-15 06:50:34.425000 | LOGGING | Four | 991540078310596608 | Whats taking you so long to type 2 words?
2022-09-15 06:50:16.511000 | LOGGING | a-little-trolling | 991540078310596608 | Mu'n mani
2022-09-15 06:50:15.515000 | LOGGING | Rip Van Winkle | 991540078310596608 | Rip Van Winkle.
2022-09-15 06:50:03.641000 | LOGGING | Four | 991540078310596608 | I do like France
2022-09-15 06:49:58.420000 | LOGGING | Rip Van Winkle | 991540078310596608 | Mister Matthews I presume, and who are You?
2022-09-15 06:49:47.918000 | LOGGING | Rip Van Winkle | 991540078310596608 | but it was suiper cool
2022-09-15 06:49:41.703000 | LOGGING | Rip Van Winkle | 991540078310596608 | i forgot
2022-09-15 06:49:37.858000 | LOGGING | a-little-trolling | 991540078310596608 | You strike me as someone who likes France
2022-09-15 06:49:10.590000 | LOGGING | Four | 991540078310596608 | Whats ur announcement
2022-09-15 06:49:07.004000 | LOGGING | a-little-trolling | 991540078310596608 | Fmaygan
2022-09-15 06:49:06.826000 | LOGGING | Four | 991540078310596608 | Tacitus
2022-09-15 06:48:51.925000 | LOGGING | ๖ۣۜƊบϻ乃aຮຮ₯ | 991540078310596608 | ima just watch 😐
2022-09-15 06:48:26.770000 | LOGGING | a-little-trolling | 991540078310596608 | Mu'n buda ta mazga hapi
2022-09-15 06:48:24.535000 | LOGGING | Four | 991540078310596608 | Bro i wasnt actually trying
